学号,课程名,成绩
201040703049,足球AⅠ（男）,80
201040703049,足球AⅡ（男）,85
201040703049,足球BⅠ（男）,64
201040703049,足球BⅡ（男）,60
201040703049,高等数学ⅠA,70
201040703049,高等数学ⅠB,51
201040703049,高等数学ⅠB,42
201040703049,高等数学ⅠB,0
201040703049,高等数学ⅠB,83
201040703049,高等数学ⅠB,39
201040703049,工程数学I,52
201040703049,工程数学I,60
201040703049,工程数学Ⅱ,90
201040703049,普通物理IA,76
201040703049,普通物理IB,55
201040703049,普通物理IB,60
201040703049,普通物理实验IIA,83
201040703049,普通物理实验IIB,86
201040703049,电工电子技术Ⅱ,65
201040703049,毕业论文,81
201040703049,汇编语言程序设计,76
201040703049,数字逻辑,60
201040703049,数字逻辑,22
201040703049,计算机组成与结构,60
201040703049,数据结构,60
201040703049,数据库原理,60
201040703049,数据库原理,0
201040703049,计算机操作系统原理,64
201040703049,编译原理,60
201040703049,软件工程,72
201040703049,数据库系统设计,73
201040703049,面向对象程序设计方法,26
201040703049,面向对象程序设计方法,60
201040703049,算法设计与分析,77
201040703049,离散数学Ⅱ,79
201040703049,高级程序设计语言,83
201040703049,数据结构课程设计,72
201040703049,软件设计方法,65
201040703049,MFC程序设计基础,68
201040703049,Java软件开发,76
201040703049,数据挖掘技术,84
201040703049,软件项目管理,74
201040703049,计算机科学导论,82
201040703049,设计模式,70
201040703049,Web开发基础,78
201040703049,计算机网络原理,69
201040703049,人工智能及应用,75
201040703049,数理逻辑,87
201040703049,计算机专业英语,74
201040703049,大学英语IA,75
201040703049,大学英语IB,68
201040703049,大学英语IC,60
201040703049,大学英语IC,52
201040703049,大学英语ID,69
201040703049,计算机网络技术与应用,70
201040703049,计算机组装与维护(东校区）,68
201040703049,网页设计,0
201040703049,数据库技术,75
201040703049,视频处理与欣赏,88
201040703049,网络与计算机实用技术,81
201040703049,计算机操作系统原理,90
201040703049,计算机组成与结构,81
201040703049,计算机网络原理,85
201040703049,数据结构,76
201040703050,毛泽东思想和中国特色社会主义理论体系概论,82
201040703050,毛泽东思想和中国特色社会主义理论体系概论,82
201040703050,思想道德修养与法律基础,79
201040703050,中国近现代史纲要,82
201040703050,马克思主义基本原理,66
201040703050,形势与政策,88
201040703050,健美操BⅠ（女）,82
201040703050,健美操BⅡ（女）,97
201040703050,篮球AⅠ（女）,64
201040703050,篮球AII（女）,80
201040703050,高等数学ⅠA,65
201040703050,高等数学ⅠB,60
201040703050,工程数学I,72
201040703050,工程数学Ⅱ,67
201040703050,普通物理IA,60
201040703050,普通物理IB,60
201040703050,普通物理实验IIA,87
201040703050,普通物理实验IIB,90
201040703050,电工电子技术Ⅱ,60
201040703050,汇编语言程序设计,74
201040703050,数字逻辑,60
201040703050,数字逻辑,36
201040703050,计算机组成与结构,74
201040703050,数据结构,73
201040703050,数据库原理,85
201040703050,计算机操作系统原理,88
201040703050,编译原理,84
201040703050,软件工程,83
201040703050,数据库系统设计,87
201040703050,面向对象程序设计方法,60
201040703050,算法设计与分析,89
201040703050,离散数学Ⅱ,74
201040703050,高级程序设计语言,81
201040703050,数据结构课程设计,84
201040703050,软件设计方法,84
201040703050,MFC程序设计基础,75
201040703050,Java软件开发,89
201040703050,数据挖掘技术,69
201040703050,软件项目管理,90
201040703050,计算机科学导论,84
201040703050,设计模式,80
201040703050,Web开发基础,85
201040703050,计算机网络原理,91
201040703050,人工智能及应用,93
201040703050,数理逻辑,64
201040703050,计算机专业英语,95
201040703050,大学英语IA,69
201040703050,大学英语IB,67
201040703050,大学英语IC,58
201040703050,大学英语IC,56
201040703050,大学英语IC,60
201040703050,大学英语ID,60
201040703050,图像处理与分析导论,86
201040703050,《高雅与流行音乐试听》,84
201040703050,微积分中的数学文化,79
201040703050,医学生职业生涯规划,85
201040703050,互联网与计算机系统安全操作实用指南,75
201040703051,毛泽东思想和中国特色社会主义理论体系概论,77
201040703051,毛泽东思想和中国特色社会主义理论体系概论,72
201040703051,思想道德修养与法律基础,76
201040703051,中国近现代史纲要,78
201040703051,马克思主义基本原理,67
201040703051,形势与政策,78
201040703051,网球BⅠ（男）,87
201040703051,网球BⅡ（男）,98
201040703051,体操AⅠ（男）,88
201040703051,体操AⅡ（男）,84
201040703051,高等数学ⅠA,60
201040703051,高等数学ⅠB,70
201040703051,工程数学I,80
201040703051,工程数学Ⅱ,83
201040703051,普通物理IA,78
201040703051,普通物理IB,73
201040703051,普通物理实验IIA,86
201040703051,普通物理实验IIB,86
201040703051,电工电子技术Ⅱ,78
201040703051,毕业论文,86
201040703051,汇编语言程序设计,90
201040703051,数字逻辑,80
201040703051,计算机组成与结构,74
201040703051,数据结构,87
201040703051,数据库原理,80
201040703051,计算机操作系统原理,77
201040703051,编译原理,71
201040703051,软件工程,73
201040703051,数据库系统设计,70
201040703051,面向对象程序设计方法,84
201040703051,算法设计与分析,78
201040703051,离散数学Ⅱ,74
201040703051,高级程序设计语言,84
201040703051,数据结构课程设计,74
201040703051,软件设计方法,67
201040703051,MFC程序设计基础,68
201040703051,Java软件开发,77
201040703051,数据挖掘技术,66
201040703051,软件项目管理,78
201040703051,计算机科学导论,87
201040703051,设计模式,80
201040703051,Web开发基础,79
201040703051,计算机网络原理,79
201040703051,人工智能及应用,83
201040703051,数理逻辑,89
201040703051,计算机专业英语,80
201040703051,大学英语IA,64
201040703051,大学英语IB,61
201040703051,大学英语IC,58
201040703051,大学英语IC,60
201040703051,大学英语ID,71
201040703051,公共关系学,82
201040703051,计算机组装与维护(东校区）,80
201040703051,大学生就业指导与职业生涯规划,87
201040703051,Web技术,90
201040703051,Android智能平台软件开发技术,69
201040703051,计算机操作系统原理,95
201040703051,计算机组成与结构,81
201040703051,计算机网络原理,85
201040703051,数据结构,80
201040703052,毛泽东思想和中国特色社会主义理论体系概论,76
201040703052,毛泽东思想和中国特色社会主义理论体系概论,73
201040703052,思想道德修养与法律基础,78
201040703052,中国近现代史纲要,80
201040703052,马克思主义基本原理,60
201040703052,形势与政策,80
201040703052,足球AⅠ（男）,60
201040703052,足球AⅡ（男）,70
201040703052,篮球BⅠ（男）,69
201040703052,篮球BⅡ（男）,70
201040703052,高等数学ⅠA,92
201040703052,高等数学ⅠB,76
201040703052,工程数学I,83
201040703052,工程数学Ⅱ,82
201040703052,普通物理IA,67
201040703052,普通物理IB,69
201040703052,普通物理实验IIA,86
201040703052,普通物理实验IIB,89
201040703052,电工电子技术Ⅱ,61
201040703052,毕业论文,82
201040703052,汇编语言程序设计,64
201040703052,数字逻辑,72
201040703052,计算机组成与结构,60
201040703052,数据结构,69
201040703052,数据库原理,81
201040703052,计算机操作系统原理,66
201040703052,编译原理,79
201040703052,软件工程,68
201040703052,数据库系统设计,87
201040703052,面向对象程序设计方法,72
201040703052,算法设计与分析,81
201040703052,离散数学Ⅱ,78
201040703052,高级程序设计语言,80
201040703052,数据结构课程设计,83
201040703052,软件设计方法,66
201040703052,MFC程序设计基础,72
201040703052,Java软件开发,83
201040703052,数据挖掘技术,60
201040703052,软件项目管理,82
201040703052,计算机科学导论,84
201040703052,设计模式,80
201040703052,Web开发基础,86
201040703052,计算机网络原理,68
201040703052,人工智能及应用,80
201040703052,数理逻辑,93
201040703052,计算机专业英语,70
201040703052,大学英语IA,71
201040703052,大学英语IB,66
201040703052,大学英语IC,70
201040703052,大学英语ID,75
201040703052,互联网与计算机系统安全操作实用指南,90
201040703052,创新思维与能力培养,76
201040703052,网页设计,91
201040703052,C语言程序设计,87
201040703052,Android智能平台软件开发技术,85
201040703053,毛泽东思想和中国特色社会主义理论体系概论,70
201040703053,毛泽东思想和中国特色社会主义理论体系概论,56
201040703053,毛泽东思想和中国特色社会主义理论体系概论,60
201040703053,思想道德修养与法律基础,80
201040703053,中国近现代史纲要,66
201040703053,马克思主义基本原理,68
201040703053,形势与政策,78
201040703053,足球AⅠ（男）,65
201040703053,足球AⅡ（男）,70
201040703053,足球BⅠ（男）,72
201040703053,足球BⅡ（男）,72
201040703053,高等数学ⅠA,60
201040703053,高等数学ⅠB,60
201040703053,工程数学I,62
201040703053,工程数学Ⅱ,92
201040703053,普通物理IA,32
201040703053,普通物理IA,60
201040703053,普通物理IB,72
201040703053,普通物理实验IIA,82
201040703053,普通物理实验IIB,87
201040703053,电工电子技术Ⅱ,45
201040703053,电工电子技术Ⅱ,60
201040703053,电工电子技术Ⅱ,34
201040703053,毕业论文,70
201040703053,汇编语言程序设计,73
201040703053,数字逻辑,64
201040703053,计算机组成与结构,60
201040703053,数据结构,20
201040703053,数据结构,60
201040703053,数据库原理,60
201040703053,计算机操作系统原理,66
201040703053,编译原理,60
201040703053,软件工程,66
201040703053,数据库系统设计,81
201040703053,面向对象程序设计方法,60
201040703053,面向对象程序设计方法,44
201040703053,算法设计与分析,86
201040703053,离散数学Ⅱ,66
201040703053,高级程序设计语言,61
201040703053,数据结构课程设计,62
201040703053,软件设计方法,63
201040703053,MFC程序设计基础,72
201040703053,Java软件开发,81
201040703053,数据挖掘技术,60
201040703053,软件项目管理,67
201040703053,计算机科学导论,84
201040703053,设计模式,75
201040703053,Web开发基础,75
201040703053,计算机网络原理,85
201040703053,人工智能及应用,80
201040703053,数理逻辑,60
201040703053,计算机专业英语,71
201040703053,大学英语IA,61
201040703053,大学英语IB,72
201040703053,大学英语IC,60
201040703053,大学英语ID,57
201040703053,大学英语ID,60
201040703053,大学英语ID,53
201040703053,大学英语ID,45
201040703053,计算机网络技术与应用,77
201040703053,网页设计,84
201040703053,大学生就业指导与职业生涯规划,92
201040703053,大学生创业素质培养,66
201040703053,毛笔书法,76
201040703053,Visual C++ 程序设计,0
201040703053,计算机操作系统原理,90
201040703053,计算机组成与结构,83
201040703053,计算机网络原理,85
201040703053,数据结构,76
201040703054,毛泽东思想和中国特色社会主义理论体系概论,79
201040703054,毛泽东思想和中国特色社会主义理论体系概论,72
201040703054,思想道德修养与法律基础,70
201040703054,中国近现代史纲要,82
201040703054,马克思主义基本原理,63
201040703054,形势与政策,82
201040703054,田径、定向越野BⅠ（男）,90
201040703054,田径、定向越野BⅡ（男）,86
201040703054,武术散打AⅠ（男）,89
201040703054,武术散打AⅡ（男）,65
201040703054,高等数学ⅠA,60
201040703054,高等数学ⅠB,70
201040703054,工程数学I,69
201040703054,工程数学Ⅱ,86
201040703054,普通物理IA,61
201040703054,普通物理IB,60
201040703054,普通物理实验IIA,88
201040703054,普通物理实验IIB,89
201040703054,电工电子技术Ⅱ,70
201040703054,毕业论文,85
201040703054,汇编语言程序设计,88
201040703054,数字逻辑,85
201040703054,计算机组成与结构,80
201040703054,数据结构,96
201040703054,数据库原理,89
201040703054,计算机操作系统原理,87
201040703054,编译原理,70
201040703054,软件工程,84
201040703054,数据库系统设计,84
201040703054,面向对象程序设计方法,90
201040703054,算法设计与分析,82
201040703054,离散数学Ⅱ,74
201040703054,高级程序设计语言,76
201040703054,数据结构课程设计,83
201040703054,软件设计方法,86
201040703054,MFC程序设计基础,72
201040703054,Java软件开发,90
201040703054,数据挖掘技术,60
201040703054,软件项目管理,82
201040703054,计算机科学导论,82
201040703054,设计模式,70
201040703054,Web开发基础,83
201040703054,计算机网络原理,86
201040703054,人工智能及应用,80
201040703054,数理逻辑,61
201040703054,计算机专业英语,79
201040703054,大学英语IA,65
201040703054,大学英语IB,71
201040703054,大学英语IC,71
201040703054,大学英语ID,73
201040703054,计算机组装与维护(东校区）,83
201040703054,网页设计,92
201040703054,C语言程序设计,84
201040703054,互联网与计算机系统安全操作实用指南,100
201040703054,社会心理学研究,76
201040703055,毛泽东思想和中国特色社会主义理论体系概论,84
201040703055,毛泽东思想和中国特色社会主义理论体系概论,90
201040703055,思想道德修养与法律基础,90
201040703055,中国近现代史纲要,84
201040703055,马克思主义基本原理,87
201040703055,形势与政策,92
201040703055,健美操BⅠ（女）,85
201040703055,健美操BⅡ（女）,97
201040703055,排球AⅠ（女）,80
201040703055,排球AⅡ（女）,88
201040703055,高等数学ⅠA,84
201040703055,高等数学ⅠB,92
201040703055,工程数学I,90
201040703055,工程数学Ⅱ,99
201040703055,普通物理IA,87
201040703055,普通物理IB,85
201040703055,普通物理实验IIA,88
201040703055,普通物理实验IIB,91
201040703055,电工电子技术Ⅱ,98
201040703055,毕业论文,95
201040703055,汇编语言程序设计,98
201040703055,数字逻辑,98
201040703055,计算机组成与结构,94
201040703055,数据结构,98
201040703055,数据库原理,98
201040703055,计算机操作系统原理,97
201040703055,编译原理,96
201040703055,软件工程,93
201040703055,数据库系统设计,89
201040703055,面向对象程序设计方法,98
201040703055,算法设计与分析,94
201040703055,离散数学Ⅱ,96
201040703055,高级程序设计语言,98
201040703055,数据结构课程设计,94
201040703055,软件设计方法,96
201040703055,MFC程序设计基础,75
201040703055,Java软件开发,86
201040703055,数据挖掘技术,89
201040703055,软件项目管理,93
201040703055,计算机科学导论,95
201040703055,设计模式,95
201040703055,Web开发基础,88
201040703055,计算机网络原理,100
201040703055,人工智能及应用,95
201040703055,数理逻辑,93
201040703055,计算机专业英语,99
201040703055,大学英语IA,84
201040703055,大学英语IB,81
201040703055,大学英语IC,86
201040703055,大学英语ID,85
201040703055,视频处理与欣赏,91
201040703055,大学生就业指导与职业生涯规划,91
201040703055,国际经典影视广告赏析,87
201040703055,数据库技术,85
201040703055,C/C++程序设计基础,84
201040703055,数学模型与数学实验,81
201040703055,计算机操作系统原理,95
201040703055,计算机组成与结构,93
201040703055,计算机网络原理,90
201040703055,数据结构,81
201040703056,毛泽东思想和中国特色社会主义理论体系概论,81
201040703056,毛泽东思想和中国特色社会主义理论体系概论,67
201040703056,思想道德修养与法律基础,75
201040703056,中国近现代史纲要,70
201040703056,马克思主义基本原理,81
201040703056,形势与政策,80
201040703056,健身BⅠ（男）,76
201040703056,健身BⅡ（男）,80
201040703056,武术散打AⅠ（男）,84
201040703056,武术散打AⅡ（男）,88
201040703056,高等数学ⅠA,74
201040703056,高等数学ⅠB,90
201040703056,工程数学I,82
201040703056,工程数学Ⅱ,87
201040703056,普通物理IA,66
201040703056,普通物理IB,87
201040703056,普通物理实验IIA,87
201040703056,普通物理实验IIB,88
201040703056,电工电子技术Ⅱ,85
201040703056,毕业论文,80
201040703056,汇编语言程序设计,89
201040703056,数字逻辑,78
201040703056,计算机组成与结构,67
201040703056,数据结构,76
201040703056,数据库原理,80
201040703056,计算机操作系统原理,71
201040703056,编译原理,77
201040703056,软件工程,74
201040703056,数据库系统设计,86
201040703056,面向对象程序设计方法,84
201040703056,算法设计与分析,68
201040703056,离散数学Ⅱ,82
201040703056,高级程序设计语言,76
201040703056,数据结构课程设计,83
201040703056,软件设计方法,69
201040703056,MFC程序设计基础,76
201040703056,Java软件开发,85
201040703056,数据挖掘技术,60
201040703056,软件项目管理,79
201040703056,计算机科学导论,87
201040703056,设计模式,75
201040703056,Web开发基础,79
201040703056,计算机网络原理,79
201040703056,人工智能及应用,80
201040703056,数理逻辑,84
201040703056,计算机专业英语,80
201040703056,大学英语IA,66
201040703056,大学英语IB,64
201040703056,大学英语IC,64
201040703056,大学英语ID,66
201040703056,Linux环境程序设计,90
201040703056,人体生理学,87
201040703056,经济管理理论与实践,84
201040703056,网页设计,95
201040703056,互联网与计算机系统安全操作实用指南,85
201040703057,毛泽东思想和中国特色社会主义理论体系概论,84
201040703057,毛泽东思想和中国特色社会主义理论体系概论,90
201040703057,思想道德修养与法律基础,83
201040703057,中国近现代史纲要,82
201040703057,马克思主义基本原理,74
201040703057,形势与政策,82
201040703057,足球AⅠ（男）,80
201040703057,足球AⅡ（男）,84
201040703057,足球BⅠ（男）,75
201040703057,足球BⅡ（男）,70
201040703057,高等数学ⅠA,91
201040703057,高等数学ⅠB,84
201040703057,工程数学I,94
201040703057,工程数学Ⅱ,98
201040703057,普通物理IA,73
201040703057,普通物理IB,74
201040703057,普通物理实验IIA,85
201040703057,普通物理实验IIB,90
201040703057,电工电子技术Ⅱ,89
201040703057,毕业论文,85
201040703057,汇编语言程序设计,87
201040703057,数字逻辑,86
201040703057,计算机组成与结构,84
201040703057,数据结构,86
201040703057,数据库原理,85
201040703057,计算机操作系统原理,80
201040703057,编译原理,76
201040703057,软件工程,81
201040703057,数据库系统设计,77
201040703057,面向对象程序设计方法,90
201040703057,算法设计与分析,77
201040703057,离散数学Ⅱ,82
201040703057,高级程序设计语言,92
201040703057,数据结构课程设计,72
201040703057,软件设计方法,67
201040703057,MFC程序设计基础,68
201040703057,Java软件开发,84
201040703057,数据挖掘技术,61
201040703057,软件项目管理,81
201040703057,计算机科学导论,90
201040703057,设计模式,85
201040703057,Web开发基础,83
201040703057,计算机网络原理,82
201040703057,人工智能及应用,81
201040703057,数理逻辑,93
201040703057,计算机专业英语,92
201040703057,大学英语IA,77
201040703057,大学英语IB,70
201040703057,大学英语IC,70
201040703057,大学英语ID,71
201040703057,计算机组装与维护(东校区）,83
201040703057,零起点PHP专业Web网站设计与开发,72
201040703057,网页设计,80
201040703057,视频处理与欣赏,80
201040703057,Linux环境程序设计,0
201040703057,经典电影赏析,97
201040703057,计算机操作系统原理,90
201040703057,计算机组成与结构,80
201040703057,计算机网络原理,85
201040703057,数据结构,85
201040703058,毛泽东思想和中国特色社会主义理论体系概论,78
201040703058,毛泽东思想和中国特色社会主义理论体系概论,85
201040703058,思想道德修养与法律基础,91
201040703058,中国近现代史纲要,80
201040703058,马克思主义基本原理,74
201040703058,形势与政策,78
201040703058,健美操AⅠ（女）,80
201040703058,健美操AⅡ（女）,85
201040703058,健美操BⅠ（女）,85
201040703058,健美操BⅡ（女）,97
201040703058,高等数学ⅠA,79
201040703058,高等数学ⅠB,77
201040703058,工程数学I,87
201040703058,工程数学Ⅱ,71
201040703058,普通物理IA,78
201040703058,普通物理IB,63
201040703058,普通物理实验IIA,86
201040703058,普通物理实验IIB,90
201040703058,电工电子技术Ⅱ,83
201040703058,毕业论文,80
201040703058,汇编语言程序设计,90
201040703058,数字逻辑,80
201040703058,计算机组成与结构,67
201040703058,数据结构,75
201040703058,数据库原理,80
201040703058,计算机操作系统原理,75
201040703058,编译原理,77
201040703058,软件工程,86
201040703058,数据库系统设计,91
201040703058,面向对象程序设计方法,88
201040703058,算法设计与分析,90
201040703058,离散数学Ⅱ,78
201040703058,高级程序设计语言,92
201040703058,数据结构课程设计,84
201040703058,软件设计方法,82
201040703058,MFC程序设计基础,72
201040703058,Java软件开发,89
201040703058,数据挖掘技术,78
201040703058,软件项目管理,76
201040703058,计算机科学导论,86
201040703058,设计模式,80
201040703058,Web开发基础,84
201040703058,计算机网络原理,87
201040703058,人工智能及应用,99
201040703058,数理逻辑,91
201040703058,计算机专业英语,94
201040703058,大学英语IA,65
201040703058,大学英语IB,72
201040703058,大学英语IC,62
201040703058,大学英语ID,66
201040703058,日常化学,87
201040703058,手机软件开发,85
201040703058,化学与新能源,78
201040703058,低碳生活与环境保护,90
201040703058,视频处理与欣赏,89
201040703059,毛泽东思想和中国特色社会主义理论体系概论,82
201040703059,毛泽东思想和中国特色社会主义理论体系概论,76
201040703059,思想道德修养与法律基础,77
201040703059,中国近现代史纲要,82
201040703059,马克思主义基本原理,75
201040703059,形势与政策,92
201040703059,篮球AⅠ（男）,94
201040703059,篮球AⅡ（男）,85
201040703059,排球BⅠ（男）,95
201040703059,排球BⅡ（男）,96
201040703059,高等数学ⅠA,82
201040703059,高等数学ⅠB,82
201040703059,工程数学I,82
201040703059,工程数学Ⅱ,88
201040703059,普通物理IA,74
201040703059,普通物理IB,76
201040703059,普通物理实验IIA,86
201040703059,普通物理实验IIB,84
201040703059,电工电子技术Ⅱ,84
201040703059,毕业论文,85
201040703059,汇编语言程序设计,96
201040703059,数字逻辑,78
201040703059,计算机组成与结构,79
201040703059,数据结构,88
201040703059,数据库原理,95
201040703059,计算机操作系统原理,84
201040703059,编译原理,76
201040703059,软件工程,78
201040703059,数据库系统设计,81
201040703059,面向对象程序设计方法,95
201040703059,算法设计与分析,88
201040703059,离散数学Ⅱ,72
201040703059,高级程序设计语言,81
201040703059,数据结构课程设计,83
201040703059,软件设计方法,77
201040703059,MFC程序设计基础,71
201040703059,Java软件开发,94
201040703059,数据挖掘技术,79
201040703059,软件项目管理,78
201040703059,计算机科学导论,86
201040703059,设计模式,80
201040703059,Web开发基础,82
201040703059,计算机网络原理,83
201040703059,人工智能及应用,90
201040703059,数理逻辑,82
201040703059,计算机专业英语,64
201040703059,大学英语IA,75
201040703059,大学英语IB,70
201040703059,大学英语IC,74
201040703059,大学英语ID,73
201040703059,电子商务基础,80
201040703059,国学背诵,85
201040703059,琴棋书画,80
201040703059,诗词背诵,90
201040703059,经典研读,96
201040703059,素质分析与养成(上),80
201040703059,素质分析与养成（下）,88
201040703060,毛泽东思想和中国特色社会主义理论体系概论,78
201040703060,毛泽东思想和中国特色社会主义理论体系概论,76
201040703060,思想道德修养与法律基础,71
201040703060,中国近现代史纲要,82
201040703060,马克思主义基本原理,52
201040703060,马克思主义基本原理,60
201040703060,形势与政策,78
201040703060,健身BⅠ（男）,81
201040703060,健身BⅡ（男）,93
201040703060,体操AⅠ（男）,81
201040703060,体操AⅡ（男）,90
201040703060,高等数学ⅠA,73
201040703060,高等数学ⅠB,62
201040703060,工程数学I,60
201040703060,工程数学Ⅱ,60
201040703060,普通物理IA,72
201040703060,普通物理IB,69
201040703060,普通物理实验IIA,83
201040703060,普通物理实验IIB,88
201040703060,电工电子技术Ⅱ,71
201040703060,毕业论文,83
201040703060,汇编语言程序设计,65
201040703060,数字逻辑,60
201040703060,数字逻辑,56
201040703060,计算机组成与结构,60
201040703060,数据结构,67
201040703060,数据库原理,65
201040703060,计算机操作系统原理,80
201040703060,编译原理,62
201040703060,软件工程,68
201040703060,数据库系统设计,79
201040703060,面向对象程序设计方法,49
201040703060,面向对象程序设计方法,60
201040703060,算法设计与分析,68
201040703060,离散数学Ⅱ,65
201040703060,高级程序设计语言,84
201040703060,数据结构课程设计,71
201040703060,软件设计方法,72
201040703060,MFC程序设计基础,74
201040703060,Java软件开发,85
201040703060,数据挖掘技术,60
201040703060,软件项目管理,67
201040703060,计算机科学导论,86
201040703060,设计模式,70
201040703060,Web开发基础,81
201040703060,计算机网络原理,68
201040703060,人工智能及应用,79
201040703060,数理逻辑,60
201040703060,计算机专业英语,74
201040703060,大学英语IA,71
201040703060,大学英语IB,61
201040703060,大学英语IC,55
201040703060,大学英语IC,56
201040703060,大学英语IC,60
201040703060,大学英语ID,60
201040703060,汽车及使用,75
201040703060,零起点PHP专业Web网站设计与开发,70
201040703060,《高雅与流行音乐试听》,83
201040703060,数码照片拍摄及后期处理,86
201040703060,营销心理学,80
201040703061,毛泽东思想和中国特色社会主义理论体系概论,72
201040703061,毛泽东思想和中国特色社会主义理论体系概论,63
201040703061,思想道德修养与法律基础,70
201040703061,中国近现代史纲要,74
201040703061,马克思主义基本原理,52
201040703061,马克思主义基本原理,60
201040703061,形势与政策,80
201040703061,足球AⅠ（男）,82
201040703061,足球AⅡ（男）,84
201040703061,足球BⅠ（男）,70
201040703061,足球BⅡ（男）,75
201040703061,高等数学ⅠA,71
201040703061,高等数学ⅠB,60
201040703061,工程数学I,64
201040703061,工程数学Ⅱ,78
201040703061,普通物理IA,68
201040703061,普通物理IB,60
201040703061,普通物理IB,56
201040703061,普通物理实验IIA,86
201040703061,普通物理实验IIB,89
201040703061,电工电子技术Ⅱ,63
201040703061,毕业论文,74
201040703061,汇编语言程序设计,77
201040703061,数字逻辑,60
201040703061,数字逻辑,46
201040703061,计算机组成与结构,31
201040703061,计算机组成与结构,60
201040703061,数据结构,60
201040703061,数据库原理,60
201040703061,计算机操作系统原理,73
201040703061,编译原理,65
201040703061,软件工程,76
201040703061,数据库系统设计,81
201040703061,面向对象程序设计方法,65
201040703061,算法设计与分析,88
201040703061,离散数学Ⅱ,69
201040703061,高级程序设计语言,88
201040703061,数据结构课程设计,62
201040703061,软件设计方法,64
201040703061,MFC程序设计基础,66
201040703061,Java软件开发,78
201040703061,数据挖掘技术,60
201040703061,软件项目管理,67
201040703061,计算机科学导论,84
201040703061,设计模式,70
201040703061,Web开发基础,82
201040703061,计算机网络原理,70
201040703061,人工智能及应用,78
201040703061,数理逻辑,81
201040703061,计算机专业英语,68
201040703061,大学英语IA,69
201040703061,大学英语IB,67
201040703061,大学英语IC,57
201040703061,大学英语IC,69
201040703061,大学英语IC,49
201040703061,大学英语IC,46
201040703061,大学英语ID,61
201040703061,计算机网络技术与应用,77
201040703061,计算机组装与维护(东校区）,83
201040703061,Photoshop数码合成与欣赏,75
201040703061,数据库技术,70
201040703061,视频处理与欣赏,86
201040703061,网络与计算机实用技术,92
201040703061,计算机操作系统原理,90
201040703061,计算机组成与结构,81
201040703061,计算机网络原理,85
201040703061,数据结构,76
201040703062,毛泽东思想和中国特色社会主义理论体系概论,79
201040703062,毛泽东思想和中国特色社会主义理论体系概论,86
201040703062,思想道德修养与法律基础,83
201040703062,中国近现代史纲要,82
201040703062,马克思主义基本原理,79
201040703062,形势与政策,78
201040703062,篮球AⅠ（男）,91
201040703062,篮球AⅡ（男）,80
201040703062,篮球BⅠ（男）,84
201040703062,篮球BⅡ（男）,94
201040703062,高等数学ⅠA,98
201040703062,高等数学ⅠB,80
201040703062,工程数学I,93
201040703062,工程数学Ⅱ,97
201040703062,普通物理IA,99
201040703062,普通物理IB,82
201040703062,普通物理实验IIA,88
201040703062,普通物理实验IIB,91
201040703062,电工电子技术Ⅱ,99
201040703062,毕业论文,93
201040703062,汇编语言程序设计,93
201040703062,数字逻辑,92
201040703062,计算机组成与结构,87
201040703062,数据结构,97
201040703062,数据库原理,93
201040703062,计算机操作系统原理,91
201040703062,编译原理,94
201040703062,软件工程,85
201040703062,数据库系统设计,83
201040703062,面向对象程序设计方法,97
201040703062,算法设计与分析,89
201040703062,离散数学Ⅱ,94
201040703062,高级程序设计语言,96
201040703062,数据结构课程设计,83
201040703062,软件设计方法,81
201040703062,MFC程序设计基础,76
201040703062,Java软件开发,84
201040703062,数据挖掘技术,72
201040703062,软件项目管理,72
201040703062,计算机科学导论,88
201040703062,设计模式,85
201040703062,Web开发基础,86
201040703062,计算机网络原理,95
201040703062,人工智能及应用,82
201040703062,数理逻辑,97
201040703062,计算机专业英语,86
201040703062,大学英语IA,72
201040703062,大学英语IB,69
201040703062,大学英语IC,80
201040703062,大学英语ID,77
201040703062,网络与计算机实用技术,94
201040703062,Photoshop数码合成与欣赏,75
201040703062,Linux环境程序设计,94
201040703062,大学生创业素质培养,74
201040703062,C/C++程序设计基础,76
201040703062,计算机操作系统原理,95
201040703062,计算机组成与结构,82
201040703062,计算机网络原理,90
201040703062,数据结构,88
201040703063,毛泽东思想和中国特色社会主义理论体系概论,78
201040703063,毛泽东思想和中国特色社会主义理论体系概论,79
201040703063,思想道德修养与法律基础,80
201040703063,中国近现代史纲要,86
201040703063,马克思主义基本原理,80
201040703063,形势与政策,94
201040703063,武术BⅠ（女）,86
201040703063,武术BⅡ（女）,95
201040703063,篮球AⅠ（女）,90
201040703063,篮球AII（女）,98
201040703063,高等数学ⅠA,81
201040703063,高等数学ⅠB,85
201040703063,工程数学I,94
201040703063,工程数学Ⅱ,91
201040703063,普通物理IA,88
201040703063,普通物理IB,82
201040703063,普通物理实验IIA,89
201040703063,普通物理实验IIB,91
201040703063,电工电子技术Ⅱ,76
201040703063,毕业论文,91
201040703063,汇编语言程序设计,89
201040703063,数字逻辑,86
201040703063,计算机组成与结构,80
201040703063,数据结构,94
201040703063,数据库原理,98
201040703063,计算机操作系统原理,95
201040703063,编译原理,89
201040703063,软件工程,81
201040703063,数据库系统设计,87
201040703063,面向对象程序设计方法,85
201040703063,算法设计与分析,94
201040703063,离散数学Ⅱ,95
201040703063,高级程序设计语言,90
201040703063,数据结构课程设计,83
201040703063,软件设计方法,85
